danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_names,artist_names,happy,genre
0.541,0.432,8,-7.348,1,0.0698,0.247,0.0205,0.0423,0.171,156.027,349186,4,WHO CARES,['SEBASTIAN PAUL'],0,r&b
0.545,0.668,7,-3.962,0,0.0906,0.148,0,0.372,0.249,149.988,198286,4,Broken Ones (with Anna Clendening),"['ILLENIUM', 'Anna Clendening']",0,pop
0.712,0.601,5,-8.968,1,0.062,1.09E-05,0.802,0.0982,0.513,124.912,398151,4,Pick Up,['DJ Koze'],0,house
0.653,0.762,6,-7.111,1,0.0506,0.371,0.00687,0.0951,0.526,117.977,220678,4,I Was Wrong - Robin Schulz Remix,"['A R I Z O N A', 'Robin Schulz']",0,pop
0.683,0.61,5,-5.203,0,0.0344,0.00937,0.00254,0.327,0.428,125.984,213112,4,Good Enough (Michael Brun x The Ready Set),"['The Ready Set', 'Michael Brun']",0,pop
0.675,0.445,6,-8.317,0,0.0394,0.222,0,0.231,0.348,89.98,190013,4,You Owe Me,['The Chainsmokers'],0,pop
0.689,0.829,8,-6.324,1,0.0494,0.0453,0.000154,0.181,0.139,119.041,173067,4,Breathin' - Radio Mix,['EDX'],0,house
0.625,0.913,11,-4.221,0,0.193,0.102,0.000546,0.04,0.503,119.975,216747,4,Off My Mind,"['Tom Ferry', 'Lisa Ajax']",0,pop
0.275,0.657,11,-3.9,1,0.0431,0.396,0.000148,0.305,0.219,169.638,221398,4,Take You Down,['ILLENIUM'],0,pop
0.655,0.569,10,-6.856,1,0.0552,0.237,0,0.124,0.301,97.855,177000,4,Space (feat. Quinn XCII),"['Prince Fox', 'Quinn XCII']",0,pop
0.405,0.576,8,-6.245,1,0.171,0.225,8.08E-06,0.0822,0.695,91.204,179479,4,Freak (feat. Bonn),"['Avicii', 'Bonn']",0,pop
0.624,0.706,10,-7.435,0,0.0353,0.523,0.000979,0.119,0.412,109.982,280125,4,Can't Help Myself,"['Vincent', 'Pauline Herr']",0,pop
0.537,0.347,4,-10.245,1,0.0303,0.444,0.00343,0.111,0.0968,110.011,275013,4,All Your Days,"['Shallou', 'Emmit Fenn']",0,pop
0.626,0.755,6,-10.491,0,0.0337,0.14,0.386,0.0938,0.372,122.008,347213,4,No Captain - Dirty South Remix,"['Lane 8', 'POLIÇA', 'Dirty South']",0,house
0.532,0.616,10,-7.074,0,0.0328,0.186,0,0.0928,0.292,101.883,223147,4,Somebody,"['The Chainsmokers', 'Drew Love']",0,pop
0.532,0.571,1,-6.291,1,0.041,0.679,0,0.109,0.475,144.912,210423,4,Sad Songs (& Said The Sky with Annika Wells),"['ILLENIUM', 'Said the Sky', 'Annika Wells']",0,pop
0.616,0.949,0,-2.559,1,0.0504,0.00391,0.0131,0.243,0.367,130.007,177231,4,Untouchable - Airplay Mix,"['Tom Fall', 'Jwaydan']",0,house
0.454,0.423,9,-7.286,1,0.0552,0.544,0,0.0538,0.245,170.162,183661,4,Ain't A Thing (feat. Bonn),"['Avicii', 'Bonn']",0,pop
0.64,0.701,6,-5.251,1,0.0367,0.00382,0.00014,0.0959,0.125,127.005,336299,4,Feel Love,"['Feed Me', 'Rosie Doonan']",0,house
0.774,0.909,9,-2.89,0,0.0365,0.0173,0.121,0.0739,0.696,126.977,340341,4,All I Ask of You (feat. Pennybirdrabbit),"['Skrillex', 'pennybirdrabbit']",0,pop
0.613,0.812,1,-2.852,1,0.0545,0.179,0,0.11,0.391,144.943,230418,4,There x2,"['Slushii', 'Marshmello']",0,pop
0.744,0.727,6,-5.163,1,0.0877,0.0499,0,0.186,0.596,120.105,209920,4,Stay (feat. Karen Harding),"['Le Youth', 'Karen Harding']",0,house
0.451,0.402,9,-4.63,1,0.0286,0.597,3.77E-06,0.294,0.129,92.93,270968,4,Lonely (with Chandler Leighton),"['ILLENIUM', 'Chandler Leighton']",0,pop
0.509,0.818,10,-6.137,1,0.0391,0.000952,0.000433,0.336,0.166,174.99,219429,4,Better On My Own,"['Mollie Collins', 'Bella Penfold']",0,
0.656,0.523,8,-6.862,0,0.0764,0.00843,0.00167,0.0687,0.279,119.96,282359,4,Symphony,"['Flux Pavilion', 'Layna']",0,house
0.72,0.864,0,-3.249,1,0.208,0.0856,0,0.16,0.659,96.048,191612,4,I Miss Myself (with HRVY),"['NOTD', 'HRVY']",0,pop
0.639,0.71,6,-3.358,1,0.0479,0.483,2.22E-06,0.219,0.373,136.004,248906,4,Without Me - ILLENIUM Remix,"['Halsey', 'ILLENIUM']",0,pop
0.636,0.953,2,-3.74,1,0.0353,0.0244,0.0164,0.108,0.397,142.011,273803,4,Alone,['Marshmello'],0,pop
0.442,0.431,0,-9.007,0,0.0382,0.0102,0.000202,0.118,0.0707,109.128,195361,4,Heart,"['OTR', 'Shallou']",0,pop
0.275,0.523,9,-10.406,1,0.0568,0.985,0.456,0.331,0.296,69.428,41290,3,Angel - Lonely Prelude,['ILLENIUM'],0,pop
0.605,0.0145,0,-19.451,0,0.0514,0.897,0,0.354,0.137,140.762,202447,3,If You Leave,['Meredith Brackbill'],0,
0.721,0.389,9,-8.558,1,0.0279,0.755,0,0.136,0.465,98.003,209093,4,Make You Mine - Acoustic,['PUBLIC'],0,rock
0.677,0.688,0,-4.058,0,0.0633,0.138,0,0.114,0.198,98.049,240429,4,Time,['NF'],0,pop
0.544,0.369,2,-9.514,1,0.038,0.969,0.279,0.639,0.102,87.01,208212,3,The Night We Met,['Lord Huron'],0,pop
0.618,0.611,7,-6.654,0,0.11,0.477,0.0333,0.162,0.224,88.07,218189,4,In The End - Mellen Gi Remix,"['Tommee Profitt', 'Fleurie', 'Mellen Gi']",0,Alternative
0.547,0.335,4,-9.2,0,0.0307,0.747,0,0.101,0.474,115.838,154733,3,Put Your Head On My Shoulder,['Paul Anka'],0,pop
0.528,0.404,1,-8.412,1,0.299,0.892,0,0.0747,0.145,110.143,151000,4,What It Feels to Feel Blue,['Oddsaul'],0,
0.567,0.674,2,-6.145,1,0.0308,0.00639,0,0.234,0.204,124.013,227083,4,Tired,['Gavin James'],0,pop
0.612,0.601,8,-7.089,1,0.164,0.168,0,0.117,0.525,147.018,223543,4,Roses (with Juice WRLD feat. Brendon Urie),"['benny blanco', 'Juice WRLD', 'Brendon Urie']",0,pop
0.849,0.298,1,-12.714,0,0.0449,0.874,0.00066,0.127,0.507,130.057,102691,4,I don't wanna mess with your love,['Nifty Noah'],0,
0.903,0.21,7,-16.172,1,0.227,0.614,0.0244,0.0934,0.197,130.027,101454,4,Think About Life,['Nifty Noah'],0,
0.599,0.374,10,-8.896,1,0.0385,0.495,0,0.221,0.224,119.9,198515,4,Moral of the Story (feat. Niall Horan),"['Ashe', 'Niall Horan']",0,pop
0.834,0.391,1,-14.473,1,0.154,0.333,0.728,0.0833,0.286,147.034,107170,4,NO SLEEP,['Nifty Noah'],0,
0.401,0.536,6,-8.371,1,0.0346,0.0016,0.72,0.132,0.674,91.752,277498,4,Only Way - Slowpho Remix,"['Humrush', 'Slowpho']",0,Alternative
0.701,0.255,6,-12.772,1,0.0359,0.746,0.838,0.157,0.254,140.068,117429,4,stranded in my mind,['Kainbeats'],0,
0.485,0.274,8,-13.448,1,0.0467,0.914,0.00274,0.102,0.829,157.239,108000,4,somewhere,['97SPECIAL'],0,
0.632,0.354,0,-11.709,1,0.0455,0.867,0.91,0.241,0.502,85.033,102560,4,mt. analog,"['microscripts', 'nobuddy']",0,
0.433,0.2,0,-21.254,1,0.0297,0.982,0.906,0.107,0.0696,86.777,132923,5,just another rainy day,['Kainbeats'],0,
0.624,0.158,9,-20.538,1,0.257,0.679,0.591,0.114,0.346,80.117,135000,4,Croissant,['BIGAKU'],0,
0.616,0.324,3,-17.889,1,0.0326,0.829,0.918,0.11,0.151,126.071,135238,4,It's Cold in Here,['Kainbeats'],0,
0.723,0.287,0,-12.613,1,0.0783,0.957,0.825,0.102,0.253,76.011,141297,4,Wintree,['Stapes'],0,
0.722,0.438,7,-10.946,1,0.172,0.341,0.764,0.15,0.3,140.034,140098,4,Breezy,"['SoBe', 'Roadetrix']",0,
0.484,0.325,8,-18.547,1,0.0353,0.921,0.825,0.12,0.178,112.09,145714,4,i wish it could be quieter,['Kainbeats'],0,
0.805,0.415,5,-8.415,1,0.273,0.565,5.42E-06,0.159,0.314,129.938,96918,4,Wisdom,"[""Ant's Beats""]",0,
0.614,0.445,0,-18.137,1,0.0391,0.851,0.938,0.102,0.147,152.004,126316,4,I Guess I'm Still Alone,['Kainbeats'],0,
0.759,0.479,0,-10.617,1,0.0768,0.263,0.772,0.0795,0.0572,80.009,177891,4,Remember to Remember,['Sxul'],0,
0.563,0.132,2,-20.761,0,0.0487,0.995,0.929,0.0949,0.102,180.161,109340,4,83,['Kr0w'],0,
0.643,0.675,1,-8.639,0,0.075,0.978,0.0117,0.21,0.675,78.037,74014,4,Peacewalker,['Achille'],0,
0.528,0.483,9,-8.569,1,0.0457,0.0352,0.744,0.117,0.143,188.068,153205,4,Under the Moonlight,['Tundra Beats'],0,Alternative
0.644,0.137,3,-11.865,1,0.0514,0.937,0.879,0.202,0.356,145.971,82288,4,Night Break,['Stapes'],0,
0.673,0.0768,2,-16.745,0,0.0451,0.958,0.905,0.109,0.298,135.205,94709,3,i remember those days,['Kainbeats'],0,
0.639,0.597,2,-4.689,1,0.0488,0.217,0.698,0.201,0.372,80.021,189000,4,Poemsoft,['dreamfade'],0,
0.796,0.278,1,-14.455,1,0.0536,0.747,0.93,0.135,0.275,150.016,126400,4,chasing eternity,['Kainbeats'],0,
0.622,0.268,2,-21.288,0,0.0417,0.889,0.942,0.234,0.198,78.997,124889,4,Fragile Hearts,['Stillness Bliss'],0,
0.664,0.321,1,-14.35,1,0.597,0.905,0.0307,0.09,0.412,75.229,124800,4,Memories,"['Lamar Azul', 'Palpal', 'Toksik']",0,
0.514,0.456,11,-9.067,1,0.0613,0.838,0.832,0.102,0.353,137.934,158500,4,Fall for You,['Nightjarr'],0,
0.578,0.495,4,-12.882,0,0.312,0.188,0.569,0.103,0.306,171.877,145116,4,Earthnotes,['Small Shore Animals'],0,
0.743,0.323,7,-16.756,0,0.0499,0.889,0.946,0.093,0.236,112.075,154302,4,Ikari,['Kr0w'],0,
0.827,0.192,9,-12.789,0,0.0931,0.78,0.908,0.1,0.532,80,151512,4,Nina,['Joongle'],0,Alternative
0.599,0.0666,2,-12.295,0,0.227,0.93,0.845,0.356,0.14,180.515,126000,3,The Drifter,['Looper'],0,Alternative
0.451,0.279,2,-17.793,1,0.0386,0.966,0.288,0.371,0.377,120.011,150000,4,If I Could Fall in Love,['Kainbeats'],0,
0.523,0.262,0,-22.391,1,0.113,0.958,0.879,0.13,0.233,107.737,155171,4,Afterparty,['Aadams'],0,
0.522,0.107,4,-13.353,0,0.0337,0.889,0.948,0.118,0.202,78.019,98420,4,Nostalgica,['lower fidelity'],0,Alternative
0.674,0.193,4,-15.426,0,0.0483,0.6,0.887,0.137,0.0778,105.019,114857,4,Take A Little Bit,['Matt Stark'],0,
0.583,0.44,7,-9.002,1,0.102,0.66,0.341,0.0835,0.162,84.958,146824,4,butterflies,['sftspkn'],0,
0.749,0.231,1,-15.864,1,0.0403,0.345,0.864,0.0995,0.627,104.005,104487,4,safe in your light,['Kainbeats'],0,
0.649,0.501,8,-12.869,0,0.0393,0.926,0.883,0.134,0.647,102.983,137476,4,Brewing,['Lösking'],0,
0.514,0.183,4,-26.374,0,0.0376,0.973,0.953,0.098,0.0769,179.975,130687,4,November to December,['Kr0w'],0,
0.615,0.152,7,-21.79,1,0.0399,0.966,0.819,0.354,0.225,72.994,110137,4,cloudy sky through a misted glass,['Kainbeats'],0,
0.67,0.281,4,-12.021,1,0.0502,0.869,0.95,0.083,0.038,75.025,142400,4,what could've been,['sftspkn'],0,
0.718,0.221,2,-9.543,0,0.057,0.277,0.906,0.0964,0.387,76.053,154737,4,lost in thoughts,"['Maadrhino', 'mr.neab']",0,
0.579,0.276,4,-13.071,1,0.0437,0.929,0.605,0.117,0.0636,82.022,190244,4,I Close My Eyes,"['Scarr.', 'Ren']",0,
0.672,0.141,3,-26.155,1,0.0301,0.977,0.576,0.276,0.4,82.478,132273,4,Dreaming,['Nychta'],0,
0.473,0.569,4,-11.45,1,0.0356,0.035,0.792,0.193,0.0523,145.96,218384,3,CaTee,['MNO'],0,
0.424,0.255,5,-15.847,1,0.0477,0.694,0.899,0.0943,0.039,140.035,109714,1,five more minutes,['sftspkn'],0,
0.763,0.686,11,-6.28,1,0.158,0.764,0.0769,0.172,0.597,170.09,174336,4,Moonman,['Bransen'],0,
0.542,0.37,9,-7.486,0,0.0242,0.969,0.937,0.132,0.117,80.069,130500,4,Kickflip Tailslide,['Cartoon Chillhop'],0,
0.485,0.243,5,-12.103,0,0.0255,0.934,0.921,0.129,0.157,80.005,150000,4,No Regrets,"['12amcoffee', 'Blaiin Overdose']",0,
0.726,0.581,1,-9.103,1,0.185,0.823,0.931,0.136,0.973,160.251,96000,4,Savage,['tristaño'],0,
0.649,0.155,1,-19.163,0,0.077,0.971,0.944,0.113,0.342,135.284,151971,3,Storm Area 51,['4bel'],0,
0.614,0.353,0,-12.34,0,0.0588,0.16,0.769,0.163,0.163,170.012,114352,4,Midnight Rain,"['Hoffy Beats', 'Palpal']",0,
0.67,0.159,4,-15.305,0,0.0706,0.77,0.834,0.0836,0.169,140.083,164435,4,what if,"['Happy Tobi', 'm o o d i e s']",0,
0.439,0.317,6,-14.269,0,0.0302,0.588,0.906,0.12,0.067,88.511,173333,4,Pink Zeebra,['Palettokop'],0,
0.662,0.453,9,-13.459,0,0.0375,0.433,0.852,0.0507,0.248,72.986,131524,4,It's Time to Leave,['Morfhin'],0,
0.572,0.379,9,-11.785,1,0.0446,0.323,0.819,0.0536,0.216,120.573,128275,4,The time we've spent,['Highlights of our Modern World'],0,
0.54,0.255,3,-10.8,1,0.0591,0.881,0.951,0.125,0.283,74.268,106829,1,Rest and Recover,"['Prime Suspect', 'Palpal']",0,
0.638,0.0993,3,-22.729,0,0.0416,0.854,0.929,0.0812,0.519,80.016,117981,4,empty streets,['ilaywho'],0,
0.449,0.259,0,-14.747,1,0.122,0.84,0.802,0.685,0.155,137.769,111322,4,Good Trip,['Morfhin'],0,
0.648,0.259,0,-12.4,1,0.102,0.887,0.894,0.197,0.525,148.085,133150,4,June,['Portia Zen'],0,
0.549,0.394,0,-13.619,0,0.0348,0.192,0.932,0.282,0.347,149.923,116716,4,Chapplin,['Morfhin'],0,
0.782,0.558,11,-9.921,1,0.194,0.663,0.000932,0.152,0.574,116.137,132460,4,Changes,['Samson Ace Miller'],0,
0.601,0.107,9,-22.338,0,0.042,0.832,0.937,0.0953,0.0753,95.004,179375,4,Lord You're Okay,['A L E X'],0,Alternative
0.771,0.146,1,-17.534,1,0.425,0.945,0.817,0.0858,0.887,120.106,104229,4,Onthelow,['mleo'],0,
0.511,0.705,7,-5.843,1,0.0982,0.449,0.877,0.14,0.281,76.05,138620,4,Sidewalk Chalk,['Gasoline Monk'],0,
0.652,0.739,11,-10.691,0,0.0756,0.0426,0.895,0.0965,0.513,160.028,180000,4,Something About Us,['Sunday Without You'],0,
0.751,0.0829,0,-18.566,1,0.097,0.912,0.956,0.101,0.375,127.943,108281,4,The World Is your Oyster,['Kundra'],0,
0.856,0.326,4,-10.213,1,0.0658,0.452,0.856,0.102,0.87,108.995,86976,4,Little Road,['LOFISH'],0,Alternative
0.908,0.286,0,-11.255,1,0.179,0.656,0.938,0.0795,0.605,89.906,105250,4,South Beach Kiosk,['Looper'],0,Alternative
0.488,0.174,2,-18.624,0,0.0277,0.918,0.947,0.84,0.123,100.022,162000,4,Insomnia Dream,['colours in the dark'],0,
0.691,0.564,10,-9.188,0,0.133,0.313,0.886,0.295,0.486,90.091,224000,4,Sense,['FRANZ'],0,
0.236,0.316,11,-12.861,0,0.0423,0.727,0.975,0.128,0.159,75.999,158553,3,14 Days,['MNO'],0,
0.803,0.414,11,-7.723,1,0.234,0.295,0.028,0.0717,0.393,143.973,167534,4,"I Don't Sleep, Just Dream","['Kohai', 'Palpal']",0,Alternative
0.743,0.351,6,-12.607,0,0.0585,0.488,0.873,0.33,0.42,80.046,102000,4,Café Con Leche,['Nephele'],0,
0.501,0.295,5,-12.846,1,0.0481,0.103,0.766,0.0831,0.633,164.009,252203,4,calm down//depressed,['User67'],0,
0.564,0.239,2,-15.48,0,0.198,0.752,0.92,0.119,0.326,146.289,122404,4,Untitled,['Abstraktion'],0,
0.467,0.334,0,-19.666,1,0.033,0.175,0.782,0.134,0.655,159.885,93750,4,Full Hearts,['Ghost Fan Club'],0,
0.706,0.524,1,-7.698,1,0.189,0.737,0.253,0.194,0.143,72.422,122483,4,Evadere,"['Zideous', 'Scarr.']",0,
0.669,0.119,2,-15.361,1,0.083,0.434,0.913,0.0991,0.196,143.989,155625,3,Gymnopedia One,['MNO'],0,
0.481,0.153,5,-18.146,0,0.0367,0.688,0.742,0.118,0.0395,77.995,67716,4,Pristine,['NIKK BLVKK'],0,
0.615,0.21,2,-16.05,1,0.0419,0.833,0.877,0.0758,0.576,179.945,219908,4,Distancia - Instrumental,"['SeanBeats', 'Tamezz', 'Maria']",0,pop
0.68,0.314,5,-10.689,1,0.0493,0.481,0.843,0.118,0.333,75.01,103217,4,memories,['taum'],0,
0.537,0.0218,7,-28.529,0,0.0724,0.982,0.876,0.094,0.125,113.103,196652,4,At Peace,['Certain214'],0,Alternative
0.782,0.483,0,-8.937,1,0.0778,0.161,0.829,0.104,0.291,179.961,129333,4,Memories,"['lennywise.', 'Nychta']",0,
0.624,0.162,3,-32.336,1,0.04,0.825,0.949,0.113,0.163,123.988,154839,4,Evening Walk,['Pxbo.'],0,
0.828,0.13,8,-18.405,0,0.0442,0.718,0.925,0.133,0.198,109.999,211014,4,Travel,['elijah.zip'],0,
0.538,0.0686,0,-22.474,1,0.0409,0.97,0.755,0.109,0.0497,119.955,296000,4,V20,['12amcoffee'],0,
0.549,0.526,11,-14.884,0,0.0807,0.917,0.84,0.124,0.569,163.986,122927,4,Post,['Thefarthestofhans'],0,
0.567,0.32,10,-14.483,0,0.333,0.983,0.858,0.122,0.315,77.605,100766,4,Mellow,['Golden Soul'],0,
0.374,0.348,8,-9.107,0,0.0299,0.00596,0.948,0.0927,0.181,216.104,91111,4,Floating Theme,['Gobi'],0,
0.616,0.216,7,-14.411,1,0.055,0.875,0.926,0.112,0.134,142.069,164618,4,Maluma,['Stapes'],0,
0.735,0.315,10,-12.157,0,0.0545,0.149,0.745,0.107,0.31,87.07,127425,4,Martian Ride,['Stapes'],0,
0.699,0.402,11,-11.265,0,0.0769,0.00863,0.428,0.089,0.556,176.027,128000,4,Wake Up,['MiletoBeats'],0,
0.613,0.741,0,-6.23,0,0.0296,0.666,0.945,0.11,0.846,140.007,206150,4,Blue Dream,['Trell Daniels'],0,
0.742,0.357,0,-12.079,0,0.0627,0.841,0.866,0.116,0.765,94.089,109830,4,Bees Trees,['Brooks'],0,
0.69,0.19,1,-12.521,1,0.0885,0.264,0.368,0.0497,0.569,92.071,114783,4,Boop Boop,['Brooks'],0,
0.762,0.202,2,-10.232,1,0.0563,0.39,0.861,0.0978,0.354,88.008,207985,4,Caramel,['Brooks'],0,
0.541,0.379,0,-9.287,0,0.0284,0.895,0.401,0.272,0.257,95.024,219952,4,Time Moves Slow,"['Gyatso', 'Jack Lofton']",0,Alternative
0.645,0.529,3,-14.518,1,0.0471,0.761,0.885,0.557,0.221,179.968,165333,4,Neon City Dreams,['Tune in with Chewie'],0,
0.769,0.222,3,-14.668,0,0.0659,0.0153,0.87,0.0759,0.668,167.98,154699,4,Summertime,['Charlie Mac'],0,
0.653,0.625,7,-11.645,1,0.0931,0.684,0.924,0.129,0.457,80.504,172800,4,Spectra,['Elisha David'],0,
0.532,0.254,11,-7.924,1,0.0381,0.802,0,0.0909,0.426,102.963,179417,4,Fuentes de Ortíz (Live session),['Kenia OS'],0,pop
0.581,0.285,4,-12.003,0,0.0296,0.655,0.00241,0.174,0.0663,113.959,238515,4,Llámale,['Sebastián Romero'],0,Alternative
0.519,0.115,3,-24.697,1,0.0312,0.946,0.154,0.137,0.239,104.803,233143,3,Tu Canción,['Bratty'],0,Alternative
0.557,0.527,3,-5.185,1,0.0242,0.479,0,0.0882,0.339,87.004,198853,4,Recuerdos,['Tuvé'],0,
0.55,0.301,4,-7.22,0,0.0428,0.46,0,0.0771,0.215,119.492,178000,4,desamarte,['Elsa y Elmar'],0,pop
0.531,0.59,9,-7.908,0,0.06,0.371,0.0446,0.269,0.417,79.19,252240,4,No Soy Nada,"['Daniel, Me Estás Matando']",0,Alternative
0.5,0.515,6,-9.331,1,0.0669,0.746,0,0.691,0.449,149.195,231275,3,Nunca Te Olvido,"['Mi Sobrino Memo', 'Lulú Bulos']",0,rock
0.557,0.387,4,-9.742,0,0.0435,0.898,0.000192,0.0892,0.193,156.343,201674,4,Te Guardo,['Silvana Estrada'],0,jazz
0.591,0.338,2,-11.044,1,0.0283,0.189,0.00794,0.203,0.0895,102.975,221516,4,Hacer Bien,['Sous-Sol'],0,Alternative
0.752,0.409,0,-6.68,1,0.0351,0.606,0,0.114,0.251,117.936,240508,4,Himno De La Depresión,['Moncho Berry'],0,Alternative
0.356,0.32,9,-10.033,1,0.0402,0.861,1.43E-06,0.112,0.532,77.355,220840,4,(no me despegues tu boca),['Covi Quintana'],0,pop
0.671,0.289,1,-12.263,1,0.0318,0.693,0.00459,0.442,0.354,119.844,314573,3,Nos Queda Mucho Dolor Por Recorrer,"['Ed Maverick', 'Daniel Quién']",0,Alternative
0.512,0.333,3,-11.842,1,0.0397,0.767,0,0.134,0.426,100.229,176257,4,Amá,['Josue Alaniz'],0,Alternative
0.75,0.214,9,-10.173,1,0.037,0.901,1.43E-06,0.116,0.448,118.075,293376,4,Niña Bonita - Acústico,['Dstance'],0,
0.58,0.435,8,-9.765,1,0.0965,0.823,0.000264,0.113,0.408,170.209,161813,4,Es Verdad,"['Daniel, Me Estás Matando']",0,Alternative
0.716,0.221,11,-11.596,0,0.0525,0.466,0,0.149,0.219,94.98,181690,3,Bolerito Sad,['Simon Grossmann'],0,Alternative
0.679,0.427,0,-9.622,1,0.0287,0.711,0.000147,0.123,0.316,119.863,168080,4,Soñar Contigo - Versión Spanglish,"['Charlie Rodd', 'Baker Grace']",0,pop
0.566,0.413,0,-11.55,1,0.134,0.752,2.54E-06,0.117,0.395,167.793,255773,4,Vengo Del Futuro - Remix,"['KURT', 'Tommy Torres']",0,pop
0.728,0.135,2,-15.469,1,0.0598,0.501,0,0.102,0.353,111.888,175982,4,Tercera Noche,['Kenia OS'],0,pop
0.636,0.274,4,-11.642,1,0.0333,0.937,0,0.19,0.389,123.839,211935,4,Soñé Contigo,"['Carlos Sadness', 'Marco Mares']",0,pop
0.292,0.315,4,-9.738,1,0.033,0.0863,1.71E-05,0.0869,0.386,145.811,228853,3,Lluvia,['Arath Herce'],0,Alternative
0.683,0.675,9,-5.766,0,0.167,0.724,2.97E-06,0.0862,0.754,172.999,158500,3,Despedida,['Champ Jr.'],0,
0.565,0.239,0,-12.087,1,0.0293,0.746,0,0.0784,0.588,88.781,193350,4,Una Casa en Construcción - Alex Fernández: El Mejor Comediante del Mundo,['Dromedarios Mágicos'],0,rock
0.678,0.577,0,-6.433,1,0.0334,0.0776,9.05E-06,0.174,0.682,119.997,186759,4,Volverte a Ver,"['Vazquez Sounds', 'Marcos Menchaca']",0,pop
0.603,0.366,10,-10.142,1,0.0247,0.836,0,0.218,0.339,79.887,123000,4,Vete,['Kevin Kaarl'],0,Alternative
0.454,0.503,2,-10.979,0,0.0758,0.59,6.55E-05,0.0911,0.612,84.67,253910,4,La Canción,"['Sebastián Romero', 'Recoversión']",0,Alternative
0.46,0.273,10,-7.07,1,0.0355,0.781,0.00039,0.706,0.27,76.357,293600,4,"Tu Falta de Querer - En Vivo, Desde El Lunario del Auditorio Nacional",['Mon Laferte'],0,latin
0.694,0.219,2,-12.354,1,0.0776,0.862,0,0.283,0.451,136.279,319221,4,Adicto a tus mentiras,['Luis Herrera'],0,
0.393,0.482,9,-13.053,0,0.0427,0.886,0.000312,0.0907,0.138,98.475,200844,4,Sombras,['Pardavé'],0,
0.244,0.429,4,-7.859,1,0.0271,0.572,0.000144,0.269,0.211,83.685,295250,1,Firmamento (Versión Acústica Feat. Kar),"['BETA', 'Kar Accidents', 'INSITE']",0,rock
0.48,0.278,3,-11.779,1,0.0317,0.785,0,0.318,0.231,82.728,188320,4,La Banqueta,"['Josue Alaniz', 'Melissa Robles']",0,Alternative
0.749,0.37,4,-12.344,0,0.0486,0.386,1.77E-06,0.0929,0.237,124.927,238480,4,Combustión,['Jósean Log'],0,Alternative
0.73,0.551,9,-9.659,1,0.0306,0.395,0.00734,0.0942,0.591,109.009,239200,4,Aeroplanos,['Mi Sobrino Memo'],0,rock
0.469,0.196,5,-13.12,1,0.0284,0.865,0.000177,0.101,0.415,84.586,144452,3,Conexión Divina,['LÚA'],0,Alternative
0.338,0.839,5,-6.042,1,0.0471,0.423,0.0445,0.959,0.194,119.09,388413,4,karpe diem - En Vivo,['Ed Maverick'],0,Alternative
0.557,0.426,0,-9.053,1,0.0592,0.227,0,0.0992,0.387,90.39,187667,4,Vete a la Chingada,['Marcos Menchaca'],0,pop
0.488,0.485,11,-9.199,1,0.0996,0.677,4.05E-06,0.376,0.19,113.686,224939,4,Brillantina,['Bruses'],0,Alternative
0.689,0.369,2,-9.148,1,0.0442,0.825,0,0.343,0.638,114.932,171130,4,Cigarrito y Café,"['Josue Alaniz', 'Carlos Colosio']",0,Alternative
0.527,0.153,7,-14.665,1,0.0315,0.973,0.0193,0.104,0.281,152.318,215999,4,Linda Coincidencia,['David de la Luz'],0,Alternative
0.563,0.247,10,-9.092,0,0.0545,0.926,2.17E-06,0.116,0.405,103.178,152000,5,Si Nos Dejan,"['Daniel, Me Estás Matando', 'Mi Sobrino Memo']",0,rock
0.641,0.184,7,-18.126,1,0.0386,0.853,0.0022,0.15,0.414,74.984,273297,3,Estrella Fugaz,['LÚA'],0,Alternative
0.431,0.394,10,-11.087,1,0.0359,0.882,0.0969,0.946,0.296,109.402,222413,3,nadie va a pensar en ti mejor que yo - En Vivo,['Ed Maverick'],0,Alternative
0.71,0.786,7,-5.368,1,0.163,0.102,0,0.0822,0.548,169.987,259814,4,Conversamos,"['Cuna', 'GAUUTAMA']",0,Alternative
0.612,0.282,8,-12.288,0,0.033,0.755,0.000197,0.0486,0.248,116.767,254125,4,Salvador - Acústica,"['BETA', 'Bratty']",0,rock
0.493,0.159,0,-15.859,0,0.0465,0.992,0.683,0.368,0.142,76.426,220082,3,Tanto Que Decir,['Cyluz'],0,Alternative
0.429,0.308,4,-9.656,1,0.0335,0.974,0.311,0.109,0.141,92.657,206003,4,Te Quiero Asi,['MALVADO'],0,Alternative
0.601,0.402,7,-8.5,1,0.0276,0.737,0.000317,0.115,0.335,115.985,197794,4,Al Final,['Charlie Rodd'],0,Alternative
0.781,0.194,0,-12.414,1,0.124,0.739,0,0.121,0.348,115.064,176348,4,Pensando en Ti,['LÚA'],0,Alternative
0.491,0.387,4,-10.449,1,0.0287,0.128,0.0136,0.228,0.559,174.96,139543,3,Qué Más Da,['Arroba Nat'],0,Alternative
0.757,0.537,1,-7.925,1,0.0347,0.406,8.26E-06,0.138,0.656,165.124,257147,3,Somos Amigos,['Mi Sobrino Memo'],0,rock
0.439,0.481,9,-9.834,1,0.0417,0.757,0.559,0.0913,0.331,75.255,263607,4,Brillo,"['Simón Campusano', 'Diego Lorenzini']",0,rock
